,ride_date
19884,2018-01-31
19885,2019-11-05
19886,2019-08-09
19887,2021-11-06
19888,2021-11-06
19889,2020-02-03
19890,2021-11-06
19891,2018-04-19
19892,2021-11-06
19893,2019-12-04
19894,2021-11-06
19895,2017-05-07
19896,2017-07-30
19897,2019-02-16
19898,2017-03-11
19899,2018-03-24
19900,2017-11-05
19901,2019-07-12
19902,2019-07-24
19903,2017-08-24
19904,2018-11-07
19905,2019-09-13
19906,2018-06-19
19907,2021-11-06
19908,2017-01-23
19909,2017-04-19
19910,2017-05-05
19911,2018-07-14
19912,2017-12-12
19913,2017-12-27
19914,2018-07-02
19915,2021-11-06
19916,2019-06-25
19917,2018-12-10
19918,2019-12-17
19919,2021-11-06
19920,2019-07-02
19921,2019-03-24
19922,2019-01-11
19923,2017-07-28
19924,2018-10-19
19925,2021-11-06
19926,2018-07-07
19927,2019-10-07
19928,2021-11-06
19929,2020-01-25
19930,2019-02-25
19931,2019-11-05
19932,2021-11-06
19933,2017-06-02
19934,2019-03-12
19935,2017-12-05
19936,2018-05-31
19937,2017-10-03
19938,2017-06-20
19939,2019-08-01
19940,2017-12-07
19941,2017-04-16
19942,2019-08-12
19943,2019-04-01
19944,2019-03-14
19945,2017-07-06
19946,2017-04-13
19947,2017-01-21
19948,2019-05-05
19949,2017-12-17
19950,2019-02-23
19951,2017-08-09
19952,2021-11-06
19953,2017-04-14
19954,2019-09-06
19955,2021-11-06
19956,2019-12-03
19957,2019-09-01
19958,2019-02-28
19959,2019-02-24
19960,2018-03-13
19961,2019-12-19
19962,2019-01-08
19963,2018-09-07
19964,2021-11-06
19965,2021-11-06
19966,2017-03-24
19967,2018-05-19
19968,2017-06-04
19969,2017-01-27
19970,2018-04-03
19971,2019-01-06
19972,2017-03-04
19973,2017-01-24
19974,2019-02-12
19975,2021-11-06
19976,2020-01-19
19977,2017-07-30
19978,2017-07-29
19979,2019-07-24
19980,2017-09-13
19981,2018-04-25
19982,2017-01-06
19983,2017-03-26
19984,2019-08-13
19985,2017-07-24
19986,2021-11-06
19987,2018-01-14
19988,2018-01-24
19989,2019-08-17
19990,2018-09-27
19991,2018-01-17
19992,2017-08-18
19993,2019-11-20
19994,2017-02-10
19995,2018-05-29
19996,2017-07-04
19997,2019-12-07
19998,2018-01-07
19999,2017-02-13
20000,2021-11-06
20001,2019-11-11
20002,2018-09-01
20003,2017-03-07
20004,2019-03-24
20005,2019-10-01
20006,2017-11-29
20007,2017-09-17
20008,2020-02-01
20009,2021-11-06
20010,2021-11-06
20011,2018-09-15
20012,2018-07-28
20013,2018-09-22
20014,2019-08-14
20015,2019-01-02
20016,2019-04-03
20017,2018-12-21
20018,2018-10-11
20019,2019-07-20
20020,2021-11-06
20021,2018-10-01
20022,2017-03-02
20023,2019-12-30
20024,2018-08-27
20025,2017-06-19
20026,2018-05-02
20027,2019-06-14
20028,2018-08-31
20029,2018-05-02
20030,2018-09-09
20031,2021-11-06
20032,2018-06-20
20033,2017-11-16
20034,2019-01-14
20035,2018-12-03
20036,2019-04-25
20037,2018-01-29
20038,2018-11-16
20039,2017-05-23
20040,2019-04-15
20041,2021-11-06
20042,2021-11-06
20043,2017-09-27
20044,2018-06-03
20045,2018-09-07
20046,2021-11-06
20047,2017-02-26
20048,2018-09-14
20049,2019-10-04
20050,2018-10-20
20051,2019-03-06
20052,2017-09-08
20053,2017-12-03
20054,2017-11-23
20055,2017-12-06
20056,2021-11-06
20057,2019-02-05
20058,2018-11-18
20059,2019-12-11
20060,2021-11-06
20061,2018-06-10
20062,2021-11-06
20063,2019-05-12
20064,2019-09-03
20065,2021-11-06
20066,2017-10-21
20067,2018-12-07
20068,2020-01-21
20069,2019-08-11
20070,2017-01-07
20071,2019-10-09
20072,2017-03-21
20073,2017-03-23
20074,2018-12-18
20075,2019-01-22
20076,2019-07-14
20077,2017-04-02
20078,2017-10-03
20079,2017-09-15
20080,2019-05-09
20081,2018-10-11
20082,2018-09-20
20083,2018-03-24
20084,2018-06-20
20085,2017-06-20
20086,2017-08-23
20087,2017-05-10
20088,2021-11-06
20089,2019-09-28
20090,2017-01-08
20091,2017-07-22
20092,2018-07-08
20093,2021-11-06
20094,2021-11-06
20095,2017-02-08
20096,2019-09-04
20097,2017-03-29
20098,2018-02-03
20099,2021-11-06
20100,2017-12-12
20101,2017-11-08
20102,2021-11-06
20103,2018-10-14
20104,2021-11-06
20105,2021-11-06
20106,2021-11-06
20107,2019-11-23
20108,2021-11-06
20109,2021-11-06
20110,2018-02-13
20111,2017-06-06
20112,2017-03-19
20113,2021-11-06
20114,2019-07-13
20115,2018-04-07
20116,2017-01-31
20117,2019-10-23
20118,2021-11-06
20119,2019-08-14
20120,2019-05-10
20121,2018-03-02
20122,2021-11-06
20123,2017-02-17
20124,2018-02-21
20125,2021-11-06
20126,2018-01-03
20127,2019-04-23
20128,2019-03-15
20129,2017-09-02
20130,2018-04-08
20131,2017-12-28
20132,2017-07-18
20133,2018-07-17
20134,2021-11-06
20135,2017-01-26
20136,2019-02-06
20137,2021-11-06
20138,2019-01-12
20139,2021-11-06
20140,2021-11-06
20141,2019-12-28
20142,2018-04-30
20143,2017-05-05
20144,2018-07-01
20145,2021-11-06
20146,2017-05-23
20147,2018-08-09
20148,2021-11-06
20149,2019-02-08
20150,2019-02-28
20151,2017-12-01
20152,2020-02-03
20153,2018-04-24
20154,2021-11-06
20155,2017-07-30
20156,2021-11-06
20157,2019-08-18
20158,2017-07-21
20159,2017-03-14
20160,2017-03-12
20161,2021-11-06
20162,2018-08-19
20163,2021-11-06
20164,2019-11-22
20165,2019-06-18
20166,2017-01-20
20167,2018-12-05
20168,2021-11-06
20169,2019-04-06
20170,2021-11-06
20171,2019-06-23
20172,2017-11-06
20173,2018-08-18
20174,2017-06-02
20175,2017-10-18
20176,2019-03-09
20177,2018-09-21
20178,2019-08-24
20179,2021-11-06
20180,2019-04-19
20181,2018-06-18
20182,2019-10-06
20183,2018-08-09
20184,2019-01-09
20185,2019-08-11
20186,2018-04-26
20187,2018-06-09
20188,2017-10-03
20189,2017-09-18
20190,2021-11-06
20191,2018-12-01
20192,2019-02-26
20193,2018-08-29
20194,2018-10-19
20195,2019-02-08
20196,2019-02-05
20197,2019-12-12
20198,2021-11-06
20199,2021-11-06
20200,2019-11-11
20201,2017-08-16
20202,2021-11-06
20203,2017-10-25
20204,2018-12-04
20205,2017-08-24
20206,2018-07-19
20207,2021-11-06
20208,2020-01-14
20209,2021-11-06
20210,2019-10-24
20211,2020-02-03
20212,2018-04-13
20213,2018-06-07
20214,2019-09-26
20215,2021-11-06
20216,2019-04-26
20217,2018-06-10
20218,2019-01-15
20219,2019-06-17
20220,2018-06-30
20221,2018-01-07
20222,2018-12-03
20223,2018-08-05
20224,2019-03-23
20225,2021-11-06
20226,2017-10-15
20227,2019-07-31
20228,2021-11-06
20229,2017-02-07
20230,2019-06-18
20231,2018-02-26
20232,2021-11-06
20233,2018-05-02
20234,2019-09-15
20235,2020-02-04
20236,2019-11-07
20237,2018-09-30
20238,2017-08-20
20239,2021-11-06
20240,2018-05-30
20241,2017-12-20
20242,2018-03-18
20243,2019-03-08
20244,2018-07-23
20245,2018-12-19
20246,2018-02-11
20247,2018-06-26
20248,2018-04-21
20249,2017-11-07
20250,2018-10-03
20251,2017-06-19
20252,2019-09-26
20253,2018-07-02
20254,2019-02-27
20255,2021-11-06
20256,2018-01-19
20257,2021-11-06
20258,2018-12-13
20259,2021-11-06
20260,2019-05-28
20261,2019-01-29
20262,2019-01-30
20263,2018-08-16
20264,2020-01-20
20265,2017-08-28
20266,2021-11-06
20267,2018-06-12
20268,2017-01-12
20269,2017-02-06
20270,2017-05-04
20271,2017-11-08
20272,2021-11-06
20273,2019-11-19
20274,2018-05-14
20275,2020-01-29
20276,2017-12-26
20277,2017-12-14
20278,2021-11-06
20279,2018-01-10
20280,2020-02-07
20281,2020-01-14
20282,2017-07-07
20283,2018-06-10
20284,2019-02-20
20285,2018-12-03
20286,2017-07-12
20287,2017-12-16
20288,2017-11-24
20289,2018-09-14
20290,2021-11-06
20291,2021-11-06
20292,2017-12-30
20293,2021-11-06
20294,2019-09-22
20295,2019-12-22
20296,2018-07-24
20297,2019-09-30
20298,2018-10-10
20299,2018-03-13
20300,2021-11-06
20301,2018-09-17
20302,2018-10-16
20303,2018-06-26
20304,2020-01-30
20305,2021-11-06
20306,2019-09-05
20307,2018-09-17
20308,2021-11-06
20309,2018-09-22
20310,2017-08-27
20311,2017-10-14
20312,2017-05-09
20313,2021-11-06
20314,2019-11-05
20315,2018-11-19
20316,2017-01-18
20317,2017-06-14
20318,2017-03-13
20319,2019-06-05
20320,2019-06-14
20321,2019-09-30
20322,2018-01-26
20323,2017-12-06
20324,2021-11-06
20325,2017-01-28
20326,2017-05-25
20327,2019-04-06
20328,2018-12-06
20329,2019-09-10
20330,2020-01-31
20331,2019-08-05
20332,2019-01-13
20333,2021-11-06
20334,2019-12-15
20335,2019-06-06
20336,2021-11-06
20337,2021-11-06
20338,2018-12-21
20339,2017-04-04
20340,2021-11-06
20341,2017-10-06
20342,2017-12-31
20343,2018-03-21
20344,2017-05-28
20345,2020-01-10
20346,2018-10-14
20347,2018-09-16
20348,2018-12-03
20349,2019-08-13
20350,2021-11-06
20351,2017-01-01
20352,2021-11-06
20353,2018-11-23
20354,2019-01-30
20355,2017-06-18
20356,2017-05-07
20357,2017-09-28
20358,2017-01-03
20359,2019-06-02
20360,2021-11-06
20361,2021-11-06
20362,2018-07-18
20363,2019-03-09
20364,2017-07-27
20365,2021-11-06
20366,2021-11-06
20367,2021-11-06
20368,2019-02-22
20369,2021-11-06
20370,2021-11-06
20371,2017-11-14
20372,2018-09-09
20373,2018-10-02
20374,2018-12-03
20375,2020-01-23
20376,2018-10-12
20377,2019-12-22
20378,2021-11-06
20379,2017-12-24
20380,2021-11-06
20381,2018-11-15
20382,2019-09-20
20383,2017-05-03
20384,2019-08-20
20385,2017-04-07
20386,2017-11-14
20387,2018-05-03
20388,2019-07-09
20389,2021-11-06
20390,2021-11-06
20391,2018-01-21
20392,2018-05-10
20393,2017-07-03
20394,2018-04-06
20395,2019-10-02
20396,2017-09-29
20397,2018-04-02
20398,2019-05-12
20399,2018-02-21
20400,2017-03-04
20401,2021-11-06
20402,2021-11-06
20403,2019-09-25
20404,2017-06-22
20405,2021-11-06
20406,2018-08-22
20407,2019-02-16
20408,2017-03-08
20409,2020-01-16
20410,2018-04-06
20411,2021-11-06
20412,2019-09-18
20413,2017-11-14
20414,2017-06-03
20415,2021-11-06
20416,2019-12-08
20417,2020-01-15
20418,2018-05-16
20419,2019-08-25
20420,2019-11-14
20421,2018-11-14
20422,2021-11-06
20423,2019-03-12
20424,2019-06-23
20425,2017-07-11
20426,2019-01-01
20427,2017-02-19
20428,2019-08-07
20429,2017-10-24
20430,2019-04-17
20431,2021-11-06
20432,2019-04-11
20433,2021-11-06
20434,2021-11-06
20435,2017-06-11
20436,2021-11-06
20437,2021-11-06
20438,2019-06-26
20439,2018-10-21
20440,2017-11-09
20441,2021-11-06
20442,2017-09-02
20443,2019-04-24
20444,2021-11-06
20445,2017-01-07
20446,2017-08-31
20447,2018-07-11
20448,2019-04-08
20449,2019-01-16
20450,2017-02-18
20451,2017-12-31
20452,2021-11-06
20453,2017-04-30
20454,2018-09-19
20455,2017-09-18
20456,2018-07-18
20457,2017-04-16
20458,2019-06-28
20459,2021-11-06
20460,2017-04-18
20461,2019-05-12
20462,2017-11-21
20463,2017-08-12
20464,2018-12-30
20465,2020-01-01
20466,2017-11-13
20467,2019-07-07
20468,2017-06-28
20469,2017-01-18
20470,2021-11-06
20471,2019-05-24
20472,2019-07-31
20473,2017-11-12
20474,2019-05-25
20475,2017-03-29
20476,2017-08-19
20477,2017-01-02
20478,2019-01-02
20479,2019-10-08
20480,2017-08-26
20481,2018-12-04
20482,2017-10-09
20483,2017-05-14
20484,2017-08-26
20485,2021-11-06
20486,2018-06-11
20487,2019-02-04
20488,2018-04-01
20489,2018-09-17
20490,2018-07-17
20491,2019-08-12
20492,2021-11-06
20493,2018-05-11
20494,2018-04-08
20495,2019-07-02
20496,2017-08-30
20497,2017-05-18
20498,2018-02-23
20499,2021-11-06
20500,2018-12-22
20501,2018-04-21
20502,2018-05-04
20503,2021-11-06
20504,2019-12-05
20505,2018-02-02
20506,2018-03-23
20507,2021-11-06
20508,2017-07-30
20509,2018-12-23
20510,2018-08-31
20511,2017-11-20
20512,2019-05-18
20513,2021-11-06
20514,2018-04-04
20515,2017-04-21
20516,2019-01-06
20517,2021-11-06
20518,2018-07-12
20519,2021-11-06
20520,2017-09-27
20521,2017-12-26
20522,2021-11-06
20523,2017-04-06
20524,2019-11-07
20525,2018-10-23
20526,2017-05-20
20527,2018-03-16
20528,2019-10-23
20529,2018-06-24
20530,2017-09-29
20531,2018-04-10
20532,2021-11-06
20533,2019-06-29
20534,2019-01-10
20535,2017-08-26
20536,2018-02-16
20537,2021-11-06
20538,2019-12-01
20539,2019-11-09
20540,2019-09-03
20541,2021-11-06
20542,2017-10-19
20543,2018-12-05
20544,2020-02-04
20545,2019-03-10
20546,2017-01-05
20547,2021-11-06
20548,2017-01-31
20549,2021-11-06
20550,2018-09-17
20551,2018-07-07
20552,2017-07-17
20553,2018-07-20
20554,2018-01-12
20555,2018-03-19
20556,2021-11-06
20557,2021-11-06
20558,2018-06-23
20559,2019-11-19
20560,2018-12-06
20561,2019-03-31
20562,2019-12-16
20563,2019-12-17
20564,2021-11-06
20565,2017-09-03
20566,2021-11-06
20567,2018-10-06
20568,2019-12-12
20569,2019-10-16
20570,2018-03-16
20571,2017-06-21
20572,2021-11-06
20573,2019-02-04
20574,2020-01-21
20575,2018-03-14
20576,2017-04-20
20577,2021-11-06
20578,2018-06-30
20579,2017-06-23
20580,2017-09-02
20581,2018-03-12
20582,2021-11-06
20583,2017-06-24
20584,2018-05-27
20585,2017-08-26
20586,2018-07-11
20587,2019-09-24
20588,2018-04-06
20589,2017-09-29
20590,2019-06-02
20591,2021-11-06
20592,2021-11-06
20593,2019-08-30
20594,2018-12-06
20595,2018-09-11
20596,2018-11-20
20597,2017-08-05
20598,2017-04-22
20599,2018-09-28
20600,2017-08-31
20601,2021-11-06
20602,2021-11-06
20603,2017-04-11
20604,2021-11-06
20605,2019-01-01
20606,2019-05-27
20607,2018-01-18
20608,2017-11-04
20609,2019-08-21
20610,2017-12-29
20611,2018-12-03
20612,2017-05-23
20613,2019-08-11
20614,2017-02-04
20615,2018-08-08
20616,2017-08-11
20617,2021-11-06
20618,2018-04-20
20619,2018-03-21
20620,2019-05-31
20621,2019-08-03
20622,2017-06-14
20623,2021-11-06
20624,2018-05-14
20625,2018-02-17
20626,2019-07-01
20627,2018-11-01
20628,2017-09-30
20629,2017-10-28
20630,2018-10-24
20631,2021-11-06
20632,2019-04-19
20633,2021-11-06
20634,2017-08-20
20635,2018-02-02
20636,2021-11-06
20637,2021-11-06
20638,2021-11-06
20639,2021-11-06
20640,2021-11-06
20641,2019-03-23
20642,2020-01-22
20643,2021-11-06
20644,2018-07-07
20645,2017-08-28
20646,2021-11-06
20647,2020-02-15
20648,2019-06-03
20649,2017-12-19
20650,2021-11-06
20651,2018-04-25
20652,2021-11-06
20653,2021-11-06
20654,2021-11-06
20655,2021-11-06
20656,2018-05-26
20657,2019-10-20
20658,2019-06-18
20659,2017-05-29
20660,2019-03-22
20661,2019-11-08
20662,2017-08-01
20663,2018-11-01
20664,2018-04-10
20665,2021-11-06
20666,2017-01-19
20667,2018-02-23
20668,2017-09-18
20669,2017-10-04
20670,2019-02-02
20671,2018-06-21
20672,2017-12-10
20673,2017-09-14
20674,2021-11-06
20675,2018-02-09
20676,2021-11-06
20677,2019-07-19
20678,2018-01-01
20679,2017-08-28
20680,2018-09-15
20681,2019-11-18
20682,2019-06-13
20683,2019-01-25
20684,2017-10-23
20685,2017-07-19
20686,2017-08-10
20687,2019-08-12
20688,2018-11-22
20689,2017-11-14
20690,2019-07-16
20691,2019-06-13
20692,2019-12-13
20693,2018-10-30
20694,2019-07-05
20695,2017-01-01
20696,2021-11-06
20697,2018-05-08
20698,2017-09-08
20699,2017-11-01
20700,2019-01-27
20701,2018-10-25
20702,2018-12-07
20703,2018-08-17
20704,2019-09-17
20705,2019-06-15
20706,2018-10-11
20707,2017-08-17
20708,2021-11-06
20709,2018-01-07
20710,2019-06-17
20711,2021-11-06
20712,2019-06-06
20713,2018-12-31
20714,2021-11-06
20715,2017-05-23
20716,2018-09-11
20717,2018-09-09
20718,2019-02-16
20719,2019-12-21
20720,2018-11-08
20721,2017-04-06
20722,2018-06-15
20723,2019-07-24
20724,2018-04-30
20725,2018-03-19
20726,2017-06-15
20727,2019-01-26
20728,2017-09-04
20729,2021-11-06
20730,2018-12-03
20731,2021-11-06
20732,2018-11-08
20733,2019-06-05
20734,2017-02-08
20735,2019-03-11
20736,2021-11-06
20737,2017-04-13
20738,2018-04-07
20739,2019-10-25
20740,2021-11-06
20741,2021-11-06
20742,2019-12-27
20743,2019-01-01
20744,2017-12-08
20745,2020-02-16
20746,2021-11-06
20747,2021-11-06
20748,2018-08-21
20749,2021-11-06
20750,2017-11-19
20751,2018-06-30
20752,2017-04-02
20753,2018-05-18
20754,2017-04-09
20755,2017-09-03
20756,2019-06-28
20757,2021-11-06
20758,2019-06-09
20759,2018-02-17
20760,2017-09-19
20761,2019-02-08
20762,2017-01-18
20763,2019-08-13
20764,2018-04-13
20765,2019-08-04
20766,2018-04-12
20767,2018-01-19
20768,2018-10-06
20769,2019-01-14
20770,2019-01-07
20771,2020-01-04
20772,2017-03-16
20773,2018-03-06
20774,2021-11-06
20775,2019-01-18
20776,2021-11-06
20777,2021-11-06
20778,2018-07-24
20779,2017-04-09
20780,2018-10-12
20781,2018-05-03
20782,2021-11-06
20783,2018-11-09
20784,2018-04-02
20785,2018-03-04
20786,2018-05-17
20787,2021-11-06
20788,2021-11-06
20789,2019-12-25
20790,2017-07-31
20791,2017-02-10
20792,2021-11-06
20793,2018-10-21
20794,2019-08-16
20795,2019-03-01
20796,2017-06-22
20797,2017-08-14
20798,2018-02-12
20799,2018-02-24
20800,2019-02-08
20801,2019-04-17
20802,2017-05-24
20803,2017-10-10
20804,2021-11-06
20805,2017-02-15
20806,2017-11-25
20807,2017-11-06
20808,2017-01-03
20809,2021-11-06
20810,2018-06-21
20811,2019-01-11
20812,2018-08-07
20813,2019-10-27
20814,2018-06-25
20815,2019-11-24
20816,2021-11-06
20817,2019-09-22
20818,2018-03-27
20819,2017-07-10
20820,2021-11-06
20821,2017-04-17
20822,2017-02-18
20823,2019-03-05
20824,2019-04-20
20825,2019-12-10
20826,2018-04-24
20827,2017-08-03
20828,2021-11-06
20829,2021-11-06
20830,2019-07-03
20831,2021-11-06
20832,2018-04-30
20833,2019-02-02
20834,2019-07-07
20835,2017-08-06
20836,2019-12-20
20837,2018-09-14
20838,2017-10-20
20839,2018-01-15
20840,2019-01-21
20841,2017-03-21
20842,2021-11-06
20843,2018-01-30
20844,2017-11-25
20845,2018-12-27
20846,2017-12-01
20847,2017-02-10
20848,2019-02-20
20849,2018-08-03
20850,2017-06-04
20851,2018-04-22
20852,2018-11-21
20853,2019-12-18
20854,2017-09-30
20855,2021-11-06
20856,2018-06-20
20857,2018-05-24
20858,2019-07-11
20859,2017-03-15
20860,2020-01-04
20861,2019-12-31
20862,2021-11-06
20863,2019-05-17
20864,2021-11-06
20865,2017-01-29
20866,2019-12-18
20867,2018-06-17
20868,2018-11-28
20869,2018-07-04
20870,2019-08-04
20871,2017-03-16
20872,2018-08-15
20873,2018-08-09
20874,2019-07-23
20875,2018-05-18
20876,2018-04-17
20877,2021-11-06
20878,2017-02-12
20879,2021-11-06
20880,2021-11-06
20881,2021-11-06
20882,2019-03-25
20883,2019-05-10
20884,2017-10-26
20885,2018-09-28
20886,2017-05-11
20887,2018-08-12
20888,2017-06-24
20889,2019-09-17
20890,2019-02-06
20891,2018-10-01
20892,2017-02-11
20893,2019-08-17
20894,2020-01-10
20895,2017-01-05
20896,2021-11-06
20897,2021-11-06
20898,2018-10-29
20899,2017-05-14
20900,2018-05-20
20901,2021-11-06
20902,2021-11-06
20903,2019-06-22
20904,2017-08-09
20905,2018-01-09
20906,2021-11-06
20907,2019-09-11
20908,2017-07-06
20909,2018-02-18
20910,2018-03-15
20911,2017-05-29
20912,2017-12-01
20913,2020-01-11
20914,2021-11-06
20915,2021-11-06
20916,2018-03-02
20917,2018-10-21
20918,2017-02-04
20919,2018-05-24
20920,2018-09-06
20921,2017-01-11
20922,2020-02-02
20923,2017-07-02
20924,2017-02-12
20925,2018-10-30
20926,2021-11-06
20927,2019-11-06
20928,2019-10-31
20929,2017-12-28
20930,2019-08-14
20931,2021-11-06
20932,2017-09-16
20933,2020-02-17
20934,2019-05-03
20935,2021-11-06
20936,2018-09-12
20937,2017-04-27
20938,2018-12-19
20939,2017-05-20
20940,2017-11-03
20941,2018-07-16
20942,2021-11-06
20943,2018-01-27
20944,2017-03-01
20945,2017-12-18
20946,2017-12-16
20947,2019-11-24
20948,2021-11-06
20949,2019-07-09
20950,2021-11-06
20951,2020-01-31
20952,2019-06-09
20953,2019-08-18
20954,2019-03-10
20955,2021-11-06
20956,2018-09-11
20957,2018-12-28
20958,2019-04-26
20959,2018-11-29
20960,2019-08-25
20961,2018-09-10
20962,2017-07-30
20963,2020-02-17
20964,2019-09-07
20965,2018-07-07
20966,2018-01-21
20967,2017-03-06
20968,2017-12-07
20969,2019-06-22
20970,2019-02-10
20971,2021-11-06
20972,2017-05-04
20973,2018-03-06
20974,2017-08-17
20975,2019-05-30
20976,2017-10-29
20977,2019-10-14
20978,2018-09-05
20979,2021-11-06
20980,2020-02-02
20981,2017-10-16
20982,2017-10-21
20983,2017-11-28
20984,2019-10-27
20985,2021-11-06
20986,2021-11-06
20987,2019-11-12
20988,2019-03-11
20989,2017-08-13
20990,2018-05-07
20991,2019-12-20
20992,2018-05-23
20993,2019-10-11
20994,2019-02-02
20995,2021-11-06
20996,2017-02-07
20997,2019-04-01
20998,2021-11-06
20999,2018-11-24
21000,2018-06-17
21001,2019-06-23
21002,2017-04-09
21003,2017-06-09
21004,2021-11-06
21005,2019-07-23
21006,2019-08-02
21007,2017-04-12
21008,2018-03-28
21009,2019-08-19
21010,2018-02-12
21011,2018-05-06
21012,2017-10-11
21013,2021-11-06
21014,2019-10-17
21015,2017-04-24
21016,2018-11-01
21017,2021-11-06
21018,2021-11-06
21019,2019-04-07
21020,2021-11-06
21021,2017-02-13
21022,2017-11-30
21023,2019-02-27
21024,2018-02-03
21025,2018-06-17
21026,2019-06-28
21027,2018-06-02
21028,2021-11-06
21029,2018-01-25
21030,2019-10-25
21031,2019-11-25
21032,2019-02-25
21033,2018-10-12
21034,2018-07-27
21035,2018-10-18
21036,2018-06-02
21037,2021-11-06
21038,2018-11-14
21039,2019-03-22
21040,2019-06-27
21041,2019-03-16
21042,2019-03-03
21043,2018-10-23
21044,2017-07-14
21045,2019-12-30
21046,2018-05-23
21047,2017-03-30
21048,2017-08-16
21049,2018-07-30
21050,2018-04-19
21051,2018-08-20
21052,2017-04-27
21053,2021-11-06
21054,2021-11-06
21055,2018-02-21
21056,2019-07-08
21057,2021-11-06
21058,2019-03-21
21059,2019-06-16
21060,2017-06-26
21061,2019-03-21
21062,2017-06-08
21063,2021-11-06
21064,2017-07-09
21065,2017-03-25
21066,2017-07-07
21067,2018-02-09
21068,2018-12-23
21069,2017-11-30
21070,2019-10-01
21071,2018-08-17
21072,2017-03-28
21073,2021-11-06
21074,2019-03-09
21075,2018-12-11
21076,2021-11-06
21077,2018-05-27
21078,2018-09-28
21079,2019-05-05
21080,2021-11-06
21081,2021-11-06
21082,2021-11-06
21083,2018-05-08
21084,2017-05-24
21085,2018-11-02
21086,2018-07-19
21087,2019-10-06
21088,2017-01-12
21089,2017-08-16
21090,2019-02-20
21091,2017-03-31
21092,2017-10-25
21093,2021-11-06
21094,2019-08-02
21095,2021-11-06
21096,2018-08-09
21097,2017-05-15
21098,2019-11-28
21099,2019-06-11
21100,2021-11-06
21101,2021-11-06
21102,2019-03-07
21103,2018-03-10
21104,2018-04-03
21105,2018-10-02
21106,2019-10-04
21107,2021-11-06
21108,2020-01-09
21109,2018-10-19
21110,2019-04-14
21111,2017-03-05
21112,2019-06-27
21113,2020-02-06
21114,2019-11-22
21115,2018-08-22
21116,2021-11-06
21117,2017-01-30
21118,2017-06-08
21119,2021-11-06
21120,2021-11-06
21121,2017-11-20
21122,2018-08-04
21123,2017-02-24
21124,2017-04-13
21125,2019-04-25
21126,2019-09-06
21127,2018-05-07
21128,2019-07-16
21129,2018-10-07
21130,2017-11-20
21131,2018-06-09
21132,2021-11-06
21133,2021-11-06
21134,2019-09-24
21135,2019-04-03
21136,2021-11-06
21137,2017-11-20
21138,2021-11-06
21139,2019-07-13
21140,2019-10-07
21141,2019-03-12
21142,2019-08-29
21143,2017-07-14
21144,2019-01-22
21145,2019-05-12
21146,2018-08-09
21147,2017-01-16
21148,2018-12-14
21149,2018-03-19
21150,2018-07-20
21151,2020-02-11
21152,2018-07-02
21153,2017-07-14
21154,2021-11-06
21155,2021-11-06
21156,2018-09-04
21157,2017-03-04
21158,2018-05-17
21159,2019-10-23
21160,2019-08-02
21161,2018-01-25
21162,2020-01-22
21163,2018-02-20
21164,2018-03-08
21165,2018-09-19
21166,2019-06-15
21167,2019-06-22
21168,2018-01-05
21169,2019-03-17
21170,2018-12-06
21171,2018-03-09
21172,2018-06-25
21173,2021-11-06
21174,2021-11-06
21175,2019-10-20
21176,2021-11-06
21177,2019-06-22
21178,2019-01-06
21179,2019-08-07
21180,2017-12-13
21181,2020-02-09
21182,2021-11-06
21183,2018-04-27
21184,2021-11-06
21185,2017-02-08
21186,2019-02-08
21187,2021-11-06
21188,2021-11-06
21189,2018-08-24
21190,2017-11-05
21191,2019-07-04
21192,2018-01-29
21193,2017-03-07
21194,2020-01-31
21195,2021-11-06
21196,2021-11-06
21197,2018-12-21
21198,2018-09-24
21199,2019-06-06
21200,2019-01-23
21201,2021-11-06
21202,2018-04-19
21203,2018-08-20
21204,2017-11-07
21205,2018-11-10
21206,2017-12-09
21207,2021-11-06
21208,2017-05-28
21209,2021-11-06
21210,2021-11-06
21211,2021-11-06
21212,2018-01-17
21213,2017-08-30
21214,2017-04-22
21215,2021-11-06
21216,2017-05-16
21217,2018-08-15
21218,2019-10-13
21219,2021-11-06
21220,2017-03-18
21221,2019-05-18
21222,2018-10-13
21223,2019-12-07
21224,2017-09-02
21225,2019-11-16
21226,2021-11-06
21227,2017-03-18
21228,2017-07-01
21229,2019-02-01
21230,2017-10-03
21231,2020-02-10
21232,2018-06-03
21233,2018-10-10
21234,2019-08-10
21235,2018-10-09
21236,2021-11-06
21237,2017-02-20
21238,2018-09-01
21239,2019-02-08
21240,2021-11-06
21241,2021-11-06
21242,2017-09-11
21243,2021-11-06
21244,2021-11-06
21245,2021-11-06
21246,2018-03-05
21247,2019-04-03
21248,2021-11-06
21249,2021-11-06
21250,2021-11-06
21251,2018-03-14
21252,2019-12-01
21253,2017-04-21
21254,2019-02-07
21255,2019-05-21
21256,2018-12-10
21257,2019-04-06
21258,2019-09-02
21259,2021-11-06
21260,2017-04-09
21261,2019-10-08
21262,2018-08-03
21263,2017-02-19
21264,2017-12-09
21265,2018-06-07
21266,2018-03-12
21267,2017-03-04
21268,2019-03-30
21269,2019-10-06
21270,2021-11-06
21271,2019-03-26
21272,2018-10-22
21273,2018-06-01
21274,2018-03-08
21275,2017-10-23
21276,2021-11-06
21277,2019-02-05
21278,2018-08-27
21279,2017-04-08
21280,2017-01-24
21281,2017-06-26
21282,2018-10-23
